Running with 213 features on 1630 methods
    23     2:sink     2:sink       0,*0.667,0.333 ('<com.android.phone.RespondViaSmsManager$RespondViaSmsItemClickListener: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
    24     2:sink     2:sink       0,*0.667,0.333 ('<com.android.exchange.ExchangeService: void startManualSync(long,int,com.android.exchange.Request)>')
    25   1:source   1:source       *0.667,0,0.333 ('<android.net.wifi.p2p.IWifiP2pManager$Stub$Proxy: android.os.Messenger getMessenger()>')
    26   1:source   1:source       *0.667,0.333,0 ('<com.android.providers.settings.SettingsBackupAgent: void onRestoreFile(android.os.ParcelFileDescriptor,long,int,java.lang.String,java.lang.String,long,long)>')
    27   1:source   1:source       *0.667,0,0.333 ('<com.android.calendar.CalendarUtils$TimeZoneUtils: java.lang.String getTimeZone(android.content.Context,java.lang.Runnable)>')
    28   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.vcard.NfcImportVCardActivity$ImportTask: com.android.contacts.vcard.ImportRequest doInBackground(com.android.contacts.vcard.VCardService[])>')
    29   1:source   1:source       *0.667,0,0.333 ('<com.android.server.net.NetworkStatsService$DefaultNetworkStatsSettings: long getPollInterval()>')
    30   1:source   1:source       *0.667,0,0.333 ('<com.android.mms.util.Recycler$SmsRecycler: android.database.Cursor getAllThreads(android.content.Context)>')
    31   1:source   1:source       *0.667,0,0.333 ('<android.provider.ContactsContract$ProfileSyncState: byte[] get(android.content.ContentProviderClient,android.accounts.Account)>')
    32   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.list.LegacyContactListAdapter: android.net.Uri getPersonUri(int)>')
    33   1:source   1:source       *0.667,0,0.333 ('<com.android.mms.transaction.Transaction: byte[] getPdu(java.lang.String)>')
    34   1:source   1:source       *0.667,0,0.333 ('<android.provider.ContactsContract$ProfileSyncState: byte[] get(android.content.ContentProviderClient,android.accounts.Account)>')
    35   1:source   1:source       *0.667,0.333,0 ('<android.nfc.INfcAdapterExtras$Stub$Proxy: int getCardEmulationRoute(java.lang.String)>')
    36   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.list.JoinContactListAdapter: android.view.View getView(int,android.database.Cursor,int,android.view.View,android.view.ViewGroup)>')
    37   1:source   1:source       *0.667,0,0.333 ('<android.net.wifi.p2p.IWifiP2pManager$Stub$Proxy: android.os.Messenger getMessenger()>')
    38   1:source 3:neithern   +   0,0.333,*0.667 ('<android.bluetooth.BluetoothPan: boolean isTetheringOn()>')
    39 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.InputMethodManagerService$MyPackageMonitor: void onSomePackagesChanged()>')
    40 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.phone.InCallScreen: void requestRemoveProviderInfoWithDelay()>')
    41 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Tab$3: void onCloseWindow(android.webkit.WebView)>')
    42 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.tts.TextToSpeechSettings: void onCreate(android.os.Bundle)>')
    43 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.util.Recycler$SmsRecycler: void deleteOldMessagesByThreadId(android.content.Context,long)>')
    44 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.JoinContactListFragment: void onAttach(android.app.Activity)>')
    45 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.AccessibilitySettings: void onCreateOptionsMenu(android.view.Menu,android.view.MenuInflater)>')
    46 3:neithern 3:neithern       0,0.333,*0.667 ('<android.app.ActivityGroup: void finishActivity(int)>')
    47 3:neithern 3:neithern       0,0.333,*0.667 ('<android.app.ActivityGroup: void finishActivity(int)>')
    48 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.GroupEditorActivity: void onBackPressed()>')
    49 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallScreen: void onBackPressed()>')
    50 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.editor.StructuredNameEditorView: void notifyEditorListener()>')
    51 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.contacts.dialog.ClearFrequentsDialog$1$1: java.lang.Object doInBackground(java.lang.Object[])>')
    52 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.widget.multiwaveview.GlowPadView$2: void onAnimationEnd(android.animation.Animator)>')
    53 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.sip.SipService$AutoRegistrationProcess: void onResponse(boolean)>')
    54 3:neithern 3:neithern       0,0.333,*0.667 ('<android.nfc.INfcAdapter$Stub$Proxy: boolean disableNdefPush()>')
    55 3:neithern 3:neithern       0,0.333,*0.667 ('<android.media.MediaPlayer: void stop()>')
    56 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallTouchUi: void onClick(android.view.View)>')
    57 3:neithern 3:neithern       0,0.333,*0.667 ('<libcore.io.MemoryMappedFile: void close()>')
    58 3:neithern 3:neithern       0,0.333,*0.667 ('<android.media.AudioService$ScoClient: void clearCount(boolean)>')
    59 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.ui.AttachmentEditor: boolean update(com.android.mms.data.WorkingMessage)>')
    60 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.CallContactActivity: void onServiceCompleted(android.content.Intent)>')
    61 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.TransactionSafeActivity: boolean onSearchRequested()>')
    62 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.GroupEditorActivity: void onBackPressed()>')
    63 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.widget.SettingsAppWidgetProvider$GpsStateTracker: void toggleState(android.content.Context)>')
    64 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.telephony.DataConnectionTracker: void doRecovery()>')
    65 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.ContactsSyncAdapter$ContactOperations: void delete(long)>')
    66 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.NfcHandler: void register(android.app.Activity,com.android.browser.Controller)>')
    67 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.ConnectivityService$FeatureUser: void <init>(com.android.server.ConnectivityService,int,java.lang.String,android.os.IBinder)>')
    68 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.contacts.group.GroupEditorFragment$3: android.content.CursorLoader onCreateLoader(int,android.os.Bundle)>')
    69 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.systemui.SystemUIService: void onCreate()>')
    70 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.SecuritySettings: void onActivityResult(int,int,android.content.Intent)>')
    71 3:neithern 3:neithern       0,0.333,*0.667 ('<android.opengl.GLLogWrapper: void glColorPointer(int,int,int,int)>')
    72 3:neithern     2:sink   +   0,*0.667,0.333 ('<android.bluetooth.IBluetoothHeadset$Stub$Proxy: boolean startScoUsingVirtualVoiceCall(android.bluetooth.BluetoothDevice)>')
    73 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.ManageConferenceUtils: void endConferenceConnection(int,com.android.internal.telephony.Connection)>')
    74 3:neithern 3:neithern       0,0.333,*0.667 ('<android.nfc.tech.NfcB: void close()>')
    75 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.data.Conversation$ConversationQueryHandler: void onDeleteComplete(int,java.lang.Object,int)>')
    76 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.inputmethod.keyboard.PointerTracker: void onRegisterKey(com.android.inputmethod.keyboard.Key)>')
    77 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.telephony.gsm.GsmDataConnectionTracker: void onRadioOffOrNotAvailable()>')
    78 3:neithern 3:neithern       0.333,0,*0.667 ('<com.google.android.gles_jni.EGLImpl: javax.microedition.khronos.egl.EGLSurface eglCreatePixmapSurface(javax.microedition.khronos.egl.EGLDisplay,javax.microedition.khronos.egl.EGLConfig,java.lang.Object,int[])>')
    79 3:neithern 3:neithern       0,0.333,*0.667 ('<android.net.wifi.p2p.WifiP2pService$P2pStateMachine$GroupCreatingState: void exit()>')
    80 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallScreen: void updateAfterRadioTechnologyChange()>')
    81 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.data.Conversation$ConversationQueryHandler: void onDeleteComplete(int,java.lang.Object,int)>')
    82 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.browser.TabControl: com.android.browser.SnapshotTab createSnapshotTab(long)>')
    83 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.Settings$DisplaySettingsActivity: void onAccountsUpdated(android.accounts.Account[])>')
    84 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Tab$3: void onCloseWindow(android.webkit.WebView)>')
    85 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.util.PduLoaderManager$PduTask$1: void run()>')
    86 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.tts.TextToSpeechSettings: void onCreate(android.os.Bundle)>')
    87 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.GroupEditorActivity: void onBackPressed()>')
    88 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.dialpad.DialpadFragment: boolean onLongClick(android.view.View)>')
    89 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.vcard.VCardComposer: boolean init()>')
    90 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.NotificationMgr: void updateInCallNotification()>')
    91 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.ExchangeService$CalendarObserver$1: void run()>')
    92 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.ContactsSyncAdapter$ContactOperations: void delete(long)>')
    93 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.providers.downloads.DownloadService$UpdateThread: void run()>')
    94 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Controller: boolean onKeyUp(int,android.view.KeyEvent)>')
    95 3:neithern 3:neithern       0,0.333,*0.667 ('<android.content.SyncManager: void <init>(android.content.Context,boolean)>')
    96 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.widget.multiwaveview.GlowPadView$2: void onAnimationEnd(android.animation.Animator)>')
    97 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.soundrecorder.VUMeter: void <init>(android.content.Context,android.util.AttributeSet)>')
    98 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.JoinContactListFragment: void onAttach(android.app.Activity)>')
    99 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.util.Recycler$SmsRecycler: void deleteOldMessagesByThreadId(android.content.Context,long)>')
   100 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.widget.SettingsAppWidgetProvider$SettingsObserver: void onChange(boolean)>')
   101 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.widget.multiwaveview.GlowPadView$2: void onAnimationEnd(android.animation.Animator)>')
   102 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.AccessibilitySettings: void onActivityCreated(android.os.Bundle)>')
   103 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.contacts.dialog.ClearFrequentsDialog$1$1: java.lang.Object doInBackground(java.lang.Object[])>')
   104 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.DateTimeSettings: void onPause()>')
   105 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.data.Conversation$ConversationQueryHandler: void onDeleteComplete(int,java.lang.Object,int)>')
   106 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.widget.TransitionAnimationView: void onFinishInflate()>')
   107 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.usb.UsbService: void <init>(android.content.Context)>')
   108 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.DTMFTwelveKeyDialerView: boolean dispatchKeyEvent(android.view.KeyEvent)>')
   109 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.widget.SettingsAppWidgetProvider$GpsStateTracker: void toggleState(android.content.Context)>')
   110 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Controller: void onPause()>')
   111 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.SettingsPreferenceFragment: void onActivityCreated(android.os.Bundle)>')
   112 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.PeopleActivity: boolean onSearchRequested()>')
     1     2:sink     2:sink       0,*0.667,0.333 ('<android.media.effect.effects.BackDropperEffect: void apply(int,int,int,int)>')
     2     2:sink     2:sink       0,*0.667,0.333 ('<com.android.phone.RespondViaSmsManager$RespondViaSmsItemClickListener: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
     3     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.PhoneBase: void setBandMode(int,android.os.Message)>')
     4     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.gsm.GSMPhone: void setSmscAddress(java.lang.String,android.os.Message)>')
     5     2:sink     2:sink       0,*0.667,0.333 ('<android.telephony.SmsManager: boolean deleteMessageFromIcc(int)>')
     6     2:sink     2:sink       0,*0.667,0.333 ('<android.app.Activity: boolean startNextMatchingActivity(android.content.Intent)>')
     7     2:sink     2:sink       0,*0.667,0.333 ('<com.android.phone.RespondViaSmsManager$RespondViaSmsItemClickListener: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
     8     2:sink     2:sink       0,*0.667,0.333 ('<com.android.settings.DataUsageSummary: void setRestrictBackground(boolean)>')
     9     2:sink     2:sink       0,*0.667,0.333 ('<android.accessibilityservice.AccessibilityService: boolean bindService(android.content.Intent,android.content.ServiceConnection,int)>')
    10     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.cdma.CDMALTEPhone: void setBandMode(int,android.os.Message)>')
    11     2:sink     2:sink       0,*0.667,0.333 ('<android.content.SyncManager$ActiveSyncContext: void onServiceConnected(android.content.ComponentName,android.os.IBinder)>')
    12     2:sink 3:neithern   +   0,0.333,*0.667 ('<android.os.storage.IMountService$Stub$Proxy: void shutdown(android.os.storage.IMountShutdownObserver)>')
    13     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.ISms$Stub$Proxy: boolean disableCellBroadcast(int)>')
    14     2:sink     2:sink       0.333,*0.667,0 ('<android.content.ContextWrapper: android.content.ComponentName startService(android.content.Intent)>')
    15     2:sink     2:sink       0,*0.667,0.333 ('<com.android.internal.telephony.SMSDispatcher: void dispatch(android.content.Intent,java.lang.String,android.content.BroadcastReceiver)>')
    16     2:sink     2:sink       0,*0.667,0.333 ('<android.net.IConnectivityManager$Stub$Proxy: void setMobileDataEnabled(boolean)>')
    17     2:sink 3:neithern   +   0,0.333,*0.667 ('<com.android.server.am.ActivityManagerService: void setAlwaysFinish(boolean)>')
    18     2:sink     2:sink       0,*0.667,0.333 ('<android.content.ContentService: void dump(java.io.FileDescriptor,java.lang.String[])>')
    19     2:sink     2:sink       0,*0.667,0.333 ('<com.google.android.mms.pdu.PduPersister: void updateHeaders(android.net.Uri,com.google.android.mms.pdu.SendReq)>')
    20     2:sink     2:sink       0,*0.667,0.333 ('<android.view.IWindowManager$Stub$Proxy: void stopAppFreezingScreen(android.os.IBinder,boolean)>')
    21     2:sink     2:sink       0,*0.667,0.333 ('<com.android.exchange.ExchangeService: void startManualSync(long,int,com.android.exchange.Request)>')
    22     2:sink     2:sink       0,*0.667,0.333 ('<android.telephony.gsm.SmsManager: boolean updateMessageOnSim(int,int,byte[])>')
    23     2:sink     2:sink       0,*0.667,0.333 ('<android.net.wifi.p2p.IWifiP2pManager$Stub: boolean onTransact(int,android.os.Parcel,android.os.Parcel,int)>')
    24     2:sink     2:sink       0,*0.667,0.333 ('<android.filterpacks.videosink.MediaEncoderFilter: void open(android.filterfw.core.FilterContext)>')
    25   1:source   1:source       *0.667,0,0.333 ('<android.accounts.AccountManagerService: android.accounts.Account[] getAccounts(java.lang.String)>')
    26   1:source   1:source       *0.667,0,0.333 ('<com.android.internal.telephony.PhoneBase: void getPreferredNetworkType(android.os.Message)>')
    27   1:source 3:neithern   +   0.333,0,*0.667 ('<com.android.internal.telephony.OperatorInfo: java.lang.String toString()>')
    28   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.list.LegacyPhoneNumberListAdapter: android.view.View getView(int,android.database.Cursor,int,android.view.View,android.view.ViewGroup)>')
    29   1:source   1:source       *0.667,0,0.333 ('<android.bluetooth.IBluetoothPbap$Stub$Proxy: android.bluetooth.BluetoothDevice getClient()>')
    30   1:source   1:source       *0.667,0,0.333 ('<com.android.server.location.PassiveProvider: com.android.internal.location.ProviderProperties getProperties()>')
    31   1:source   1:source       *0.667,0,0.333 ('<android.test.IsolatedContext$MockAccountManager: android.accounts.AccountManagerFuture getAuthToken(android.accounts.Account,java.lang.String,boolean,android.accounts.AccountManagerCallback,android.os.Handler)>')
    32   1:source   1:source       *0.667,0,0.333 ('<com.android.providers.contacts.LegacyApiSupport: android.database.Cursor query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String)>')
    33   1:source   1:source       *0.667,0,0.333 ('<com.android.internal.telephony.IPhoneSubInfo$Stub$Proxy: java.lang.String getDeviceSvn()>')
    34   1:source   1:source       *0.667,0,0.333 ('<android.content.ContentService: android.content.SyncStatusInfo getSyncStatus(android.accounts.Account,java.lang.String)>')
    35   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.list.JoinContactListAdapter: android.view.View getView(int,android.database.Cursor,int,android.view.View,android.view.ViewGroup)>')
    36   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.list.ProfileAndContactsLoader: java.lang.Object loadInBackground()>')
    37   1:source   1:source       *0.667,0,0.333 ('<com.android.server.location.LocationBasedCountryDetector: android.location.Country detectCountry()>')
    38   1:source   1:source       *0.667,0,0.333 ('<com.android.contacts.list.ProfileAndContactsLoader: android.database.Cursor loadInBackground()>')
    39 3:neithern 3:neithern       0,0.333,*0.667 ('<android.app.Activity: void finishFromChild(android.app.Activity)>')
    40 3:neithern   1:source   +   *0.667,0,0.333 ('<com.android.contacts.util.ExpirableCache: java.lang.Object get(java.lang.Object)>')
    41 3:neithern 3:neithern       0.333,0,*0.667 ('<android.app.Activity: void finish()>')
    42 3:neithern 3:neithern       0,0.333,*0.667 ('<android.app.Activity: void finish()>')
    43 3:neithern 3:neithern       0.333,0,*0.667 ('<com.google.common.collect.MapMakerInternalMap$Segment: void tryExpireEntries()>')
    44 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.ui.SlideshowEditActivity: void onSaveInstanceState(android.os.Bundle)>')
    45 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.calendar.AllInOneActivity: void onNewIntent(android.content.Intent)>')
    46 3:neithern 3:neithern       0,0.333,*0.667 ('<android.animation.ValueAnimator: void setDurationScale(float)>')
    47 3:neithern 3:neithern       0,0.333,*0.667 ('<android.filterpacks.base.FrameSource: void performProcess(android.filterfw.core.FilterContext)>')
    48 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.PeopleActivity: boolean onSearchRequested()>')
    49 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.group.GroupEditorFragment$Member: void <init>(long,java.lang.String,long,java.lang.String,java.lang.String)>')
    50 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.policy.impl.PhoneWindowManager: void handleVolumeKey(int,int)>')
    51 3:neithern 3:neithern       0,0.333,*0.667 ('<android.media.AudioService$ScoClient: void clearCount(boolean)>')
    52 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.contacts.detail.ContactDetailFragment$MakeLocalCopyQuickFix: void execute()>')
    53 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.internal.telephony.gsm.GsmDataConnectionTracker: void doRecovery()>')
    54 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.ui.AttachmentEditor: boolean update(com.android.mms.data.WorkingMessage)>')
    55 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.data.Conversation$3: void run()>')
    56 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.browser.AddBookmarkPage$SaveBookmarkRunnable: void run()>')
    57 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.inputmethod.latin.ExpandableBinaryDictionary$AsyncReloadDictionaryTask: void run()>')
    58 3:neithern 3:neithern       0,0.333,*0.667 ('<android.bluetooth.BluetoothAdapter: boolean setName(java.lang.String)>')
    59 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.Parser: boolean parse()>')
    60 3:neithern 3:neithern       0,0.333,*0.667 ('<android.location.LocationManager: void removeAllGeofences(android.app.PendingIntent)>')
    61 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.DTMFTwelveKeyDialerView: boolean dispatchKeyEvent(android.view.KeyEvent)>')
    62 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.ContactsSyncAdapter$ContactOperations: void delete(long)>')
    63 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.settings.PrivacySettings: void onResume()>')
    64 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallTouchUi: void onClick(android.view.View)>')
    65 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.editor.StructuredNameEditorView: void notifyEditorListener()>')
    66 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.wm.WindowManagerService: void reevaluateStatusBarVisibility()>')
    67 3:neithern 3:neithern       0,0.333,*0.667 ('<java.lang.AbstractStringBuilder: int lastIndexOf(java.lang.String,int)>')
    68 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.camera.VideoCamera: void onEffectsUpdate(int,int)>')
    69 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.widget.SettingsAppWidgetProvider$GpsStateTracker: void toggleState(android.content.Context)>')
    70 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.connectivity.Tethering$TetherMasterSM$TetherModeAliveState: void chooseUpstreamType(boolean)>')
    71 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.DataUsageSummary$4: void onCheckedChanged(android.widget.CompoundButton,boolean)>')
    72 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.providers.contacts.VoicemailPermissions: boolean packageHasFullAccess(java.lang.String)>')
    73 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.systemui.statusbar.DelegateViewHelper: boolean onInterceptTouchEvent(android.view.MotionEvent)>')
    74 3:neithern 3:neithern       0,0.333,*0.667 ('<android.app.ActivityGroup: void finishActivity(int)>')
    75 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.telephony.PhoneBase: void queryCdmaRoamingPreference(android.os.Message)>')
    76 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.PrivacySettings: void onResume()>')
    77 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.telephony.sip.SipPhone: void exitEmergencyCallbackMode()>')
    78 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.PrivacySettings: void onResume()>')
    79 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.systemui.SystemUIService: void onCreate()>')
    80 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.calendar.AllInOneActivity: void onNewIntent(android.content.Intent)>')
    81 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.connectivity.Tethering$TetherMasterSM$TetherMasterUtilState: void chooseUpstreamType(boolean)>')
    82 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.browser.AddBookmarkPage$SaveBookmarkRunnable: void run()>')
    83 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.inputmethod.keyboard.PointerTracker: void onRegisterKey(com.android.inputmethod.keyboard.Key)>')
    84 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.settings.PrivacySettings: void onResume()>')
    85 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.exchange.adapter.ContactsSyncAdapter$ContactOperations: void delete(long)>')
    86 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.ContactPickerFragment: void onLoadFinished(android.content.Loader,java.lang.Object)>')
    87 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.internal.telephony.gsm.GSMPhone: void queryCdmaRoamingPreference(android.os.Message)>')
    88 3:neithern 3:neithern       0,0.333,*0.667 ('<java.security.spec.ECParameterSpec: void <init>(java.security.spec.EllipticCurve,java.security.spec.ECPoint,java.math.BigInteger,int)>')
    89 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.vcard.VCardComposer: boolean init()>')
    90 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.vcard.VCardParserImpl_V40: boolean parseItem()>')
    91 3:neithern 3:neithern       0,0.333,*0.667 ('<android.view.IWindowManager$Stub$Proxy: void exitKeyguardSecurely(android.view.IOnKeyguardExitResult)>')
    92 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.ui.AttachmentEditor: boolean update(com.android.mms.data.WorkingMessage)>')
    93 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.server.connectivity.Tethering$TetherInterfaceSM$InitialState: void exit()>')
    94 3:neithern 3:neithern       0,0.333,*0.667 ('<android.app.ActivityManager: boolean clearApplicationUserData(java.lang.String,android.content.pm.IPackageDataObserver)>')
    95 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.browser.BrowserHistoryPage$ClearHistoryTask: void run()>')
    96 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.am.BroadcastQueue: void skipPendingBroadcastLocked(int)>')
    97 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.PhoneUtils: void turnOnSpeaker(android.content.Context,boolean,boolean)>')
    98 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.server.ShutdownActivity$1: void run()>')
    99 3:neithern 3:neithern       0.333,0,*0.667 ('<com.android.contacts.group.GroupEditorFragment$3: android.content.CursorLoader onCreateLoader(int,android.os.Bundle)>')
   100 3:neithern 3:neithern       0,0.333,*0.667 ('<android.webkit.WebViewClassic$5: void onClick(android.content.DialogInterface,int)>')
   101 3:neithern 3:neithern       0,0.333,*0.667 ('<android.app.ActivityGroup: void finishFromChild(android.app.Activity)>')
   102 3:neithern 3:neithern       0.333,0,*0.667 ('<android.media.AudioService$ScoClient: void incCount()>')
   103 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.phone.InCallScreen: void updateAfterRadioTechnologyChange()>')
   104 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.mms.data.Conversation$3: void run()>')
   105 3:neithern 3:neithern       0,0.333,*0.667 ('<android.filterpacks.imageproc.RedEyeFilter: void initProgram(android.filterfw.core.FilterContext,int)>')
   106 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.activities.GroupEditorActivity: void onBackPressed()>')
   107 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.browser.Tab$3: void onCloseWindow(android.webkit.WebView)>')
   108 3:neithern 3:neithern       0.333,0,*0.667 ('<android.media.AudioService$ScoClient: void incCount()>')
   109 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.editor.StructuredNameEditorView: void notifyEditorListener()>')
   110 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.server.pm.PackageManagerService$ActivityIntentResolver: android.content.IntentFilter[] newArray(int)>')
   111 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.list.ContactBrowseListFragment: void onItemClick(android.widget.AdapterView,android.view.View,int,long)>')
   112 3:neithern 3:neithern       0,0.333,*0.667 ('<com.android.contacts.CallContactActivity: void onServiceCompleted(android.content.Intent)>')
